id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
18198,Luis,Sardinas,B,R,180,73,2014-04-20,2018-04-28,1993,5,16,Upata,Bolivar,Venezuela
18199,Eric,Fornataro,R,R,230,74,2014-04-21,2014-06-28,1988,1,2,Houston,TX,USA
18200,Shane,Greene,R,R,200,76,2014-04-24,2022-07-23,1988,11,17,Clermont,FL,USA
18201,Jace,Peterson,L,R,215,72,2014-04-25,2023-05-31,1990,5,9,"Lake Charles",LA,USA
18202,Kevin,Quackenbush,R,R,235,76,2014-04-25,2021-08-08,1988,11,28,"Land O' Lakes",FL,USA
18203,Neil,Ramirez,R,R,215,76,2014-04-25,2019-08-30,1989,5,25,"Virginia Beach",VA,USA
18204,Chris,Martin,R,R,225,80,2014-04-26,2023-06-01,1986,6,2,Arlington,TX,USA
18205,Scott,Carroll,R,R,215,76,2014-04-27,2016-05-11,1984,9,24,"Kansas City",MO,USA
18206,Greg,Garcia,L,R,200,72,2014-04-28,2020-09-27,1989,8,8,"El Cajon",CA,USA
18207,Randal,Grichuk,R,R,216,74,2014-04-28,2023-05-31,1991,8,13,Rosenberg,TX,USA
18208,Dan,Robertson,R,R,200,71,2014-04-29,2017-06-25,1985,9,30,Fontana,CA,USA
18209,Mike,Morin,R,R,220,76,2014-04-30,2020-08-12,1991,5,3,Andover,MN,USA
18210,Red,Patterson,R,R,220,75,2014-05-01,2014-05-01,1987,5,11,McKinney,TX,USA
18211,Casey,Sadler,R,R,223,75,2014-05-02,2021-10-03,1990,7,13,Stillwater,OK,USA
18212,Ender,Inciarte,L,L,190,71,2014-05-02,2022-07-13,1990,10,29,Maracaibo,Zulia,Venezuela
18213,Aaron,Brooks,R,R,230,76,2014-05-03,2022-04-28,1990,4,27,Montclair,CA,USA
18214,"C. J.",Cron,R,R,235,76,2014-05-03,2023-05-14,1990,1,5,Fullerton,CA,USA
18215,Marcus,Stroman,R,R,180,67,2014-05-04,2023-05-29,1991,5,1,Medford,NY,USA
18216,Danny,Santana,B,R,195,71,2014-05-05,2021-09-10,1990,11,7,"Monte Plata","Monte Plata",D.R.
18217,Pedro,Baez,R,R,232,72,2014-05-05,2022-04-19,1988,3,11,Bani,Peravia,D.R.
18218,Evan,Marshall,R,R,235,74,2014-05-06,2021-06-29,1990,4,18,Sunnyvale,CA,USA
18219,Logan,Darnell,L,L,220,74,2014-05-06,2014-09-21,1989,2,2,Nashville,TN,USA
18220,Robbie,Ray,L,L,225,74,2014-05-06,2023-03-31,1991,10,1,Brentwood,TN,USA
18221,Caleb,Joseph,R,R,205,75,2014-05-07,2020-09-09,1986,6,18,Nashville,TN,USA
18222,Rougned,Odor,L,R,200,71,2014-05-08,2023-06-01,1994,2,3,Maracaibo,Zulia,Venezuela
18223,Eric,Campbell,R,R,215,75,2014-05-10,2021-05-29,1987,4,9,Norwich,CT,USA
18224,Chase,Anderson,R,R,210,73,2014-05-11,2023-05-27,1987,11,30,"Wichita Falls",TX,USA
18225,Anthony,DeSclafani,R,R,195,74,2014-05-14,2023-05-29,1990,4,18,Freehold,NJ,USA
18226,Rafael,Montero,R,R,190,72,2014-05-14,2023-06-01,1990,10,17,Higuerito,"San Cristobal",D.R.
18227,Chase,Whitley,R,R,220,76,2014-05-15,2018-04-27,1989,6,14,Ranburne,AL,USA
18228,Jacob,deGrom,L,R,185,76,2014-05-15,2023-04-28,1988,6,19,DeLand,FL,USA
18229,Jesus,Aguilar,R,R,277,75,2014-05-15,2023-05-27,1990,6,30,Maracay,Aragua,Venezuela
18230,Cole,Figueroa,L,R,185,70,2014-05-16,2016-06-10,1987,6,30,Tallahassee,FL,USA
18231,Kyle,Crockett,L,L,180,74,2014-05-16,2018-07-26,1991,12,15,"Newport News",VA,USA
18232,"T. J.",House,R,L,205,73,2014-05-17,2017-08-25,1989,9,29,Slidell,LA,USA
18233,Francisco,Pena,R,R,230,74,2014-05-20,2018-09-30,1989,10,12,Santiago,Santiago,D.R.
18234,Rob,Rasmussen,R,L,175,70,2014-05-20,2015-09-30,1989,4,2,Pasadena,CA,USA
18235,Andrew,Susac,R,R,220,73,2014-05-22,2020-09-27,1990,3,22,Roseville,CA,USA
18236,Ben,Paulsen,L,R,210,76,2014-05-22,2016-08-24,1987,10,27,Plymouth,WI,USA
18237,Brooks,Brown,L,R,205,75,2014-05-22,2015-10-02,1985,6,20,Statesboro,GA,USA
18238,Joe,Panik,L,R,205,73,2014-05-22,2021-09-30,1990,10,30,Yonkers,NY,USA
18239,Matt,Duffy,R,R,190,74,2014-05-22,2023-05-29,1991,1,15,"Long Beach",CA,USA
18240,Erisbel,Arruebarrena,R,R,230,73,2014-05-23,2014-09-28,1990,3,25,Cienfuegos,Cienfuegos,Cuba
18241,Rudy,Owens,L,L,240,75,2014-05-23,2014-05-23,1987,12,18,Mesa,AZ,USA
18242,Corey,Knebel,R,R,224,75,2014-05-24,2022-08-14,1991,11,26,Denton,TX,USA
18243,David,Buchanan,R,R,200,75,2014-05-24,2015-10-04,1989,5,11,Atlanta,GA,USA
18244,Jamie,Romak,R,R,226,75,2014-05-28,2015-10-02,1985,9,30,London,ON,CAN
18245,Tommy,"La Stella",L,R,180,71,2014-05-28,2023-04-30,1989,1,31,Westwood,NJ,USA
18246,Jarrett,Grube,R,R,220,76,2014-05-31,2014-05-31,1981,11,5,"Fort Wayne",IN,USA
18247,Oscar,Taveras,L,L,200,74,2014-05-31,2014-09-28,1992,6,19,"Puerto Plata","Puerto Plata",D.R.
18248,Shae,Simmons,R,R,190,71,2014-05-31,2017-10-01,1990,9,3,"Cape Girardeau",MO,USA
18249,Alex,Hassan,R,R,220,75,2014-06-01,2014-08-20,1988,4,1,Quincy,MA,USA
18250,David,Peralta,L,L,210,73,2014-06-01,2023-05-30,1987,8,14,Valencia,Carabobo,Venezuela
18251,Garin,Cecchini,L,R,220,75,2014-06-01,2015-08-16,1991,4,20,Sulphur,LA,USA
18252,Cam,Bedrosian,R,R,225,73,2014-06-03,2021-10-03,1991,10,2,Senoia,GA,USA
18253,Jesse,Hahn,R,R,205,77,2014-06-03,2021-04-11,1989,7,30,Norwich,CT,USA
18254,Jon,Singleton,L,L,256,72,2014-06-03,2015-10-02,1991,9,18,"Harbor City",CA,USA
18255,Wilking,Rodriguez,R,R,180,73,2014-06-03,2014-06-06,1990,3,2,"Puerto Cabello",Carabobo,Venezuela
18256,Eugenio,Suarez,R,R,213,71,2014-06-04,2023-05-31,1991,7,18,"Puerto Ordaz",Bolivar,Venezuela
18257,Jose,Ramirez,R,R,220,73,2014-06-04,2018-04-17,1990,1,21,Yaguate,"San Cristobal",D.R.
18258,"J. T.",Realmuto,R,R,212,73,2014-06-05,2023-06-01,1991,3,18,"Del City",OK,USA
18259,Justin,Bour,L,R,270,76,2014-06-05,2019-09-29,1988,5,28,Washington,DC,USA
18260,Eddie,Butler,R,R,180,74,2014-06-06,2018-09-28,1991,3,13,Chesapeake,VA,USA
18261,Miguel,Rojas,R,R,188,72,2014-06-06,2023-05-31,1989,2,24,"Los Teques",Miranda,Venezuela
18262,Kirby,Yates,L,R,205,70,2014-06-07,2023-05-29,1987,3,25,Lihue,HI,USA
18263,Christian,Bergman,R,R,195,73,2014-06-09,2018-08-17,1988,5,4,Glendale,CA,USA
18264,Gregory,Polanco,L,L,240,77,2014-06-10,2021-08-27,1991,9,14,"Santo Domingo","Distrito Nacional",D.R.
18265,Tyler,Matzek,L,L,230,75,2014-06-11,2022-10-05,1990,10,19,"Mission Viejo",CA,USA
18266,Ken,Giles,R,R,197,75,2014-06-12,2022-07-08,1990,9,20,Albuquerque,NM,USA
18267,Ben,Rowen,R,R,200,76,2014-06-15,2021-05-04,1988,11,15,Dunedin,FL,USA
18268,Aaron,Altherr,R,R,215,77,2014-06-16,2019-08-23,1991,1,14,Landstuhl,Rhineland-Palatinate,Germany
18269,Blaine,Hardy,L,L,218,74,2014-06-16,2021-08-03,1987,3,14,Seattle,WA,USA
18270,Kyle,Parker,R,R,205,72,2014-06-16,2015-10-04,1989,9,30,"Fort Thomas",KY,USA
18271,Nick,Greenwood,R,L,180,73,2014-06-16,2015-07-11,1987,9,28,Farmington,CT,USA
18272,Andrew,Heaney,L,L,200,74,2014-06-19,2023-05-27,1991,6,5,"Oklahoma City",OK,USA
18273,Matt,Stites,L,R,205,71,2014-06-19,2015-10-02,1990,5,28,Festus,MO,USA
18274,Yohan,Pino,R,R,190,74,2014-06-19,2015-06-19,1983,12,26,Turmero,Aragua,Venezuela
18275,Jake,Goebbert,L,L,210,72,2014-06-20,2014-09-27,1987,9,24,"Hoffman Estates",IL,USA
18276,Juan,Jaime,R,R,250,74,2014-06-20,2015-04-12,1987,8,2,"San Cristobal","San Cristobal",D.R.
18277,Jumbo,Diaz,R,R,315,76,2014-06-20,2017-07-16,1984,2,27,"La Romana","La Romana",D.R.
18278,Ryan,Buchter,L,L,230,76,2014-06-20,2021-08-01,1987,2,13,Reading,PA,USA
18279,Carlos,Contreras,R,R,215,71,2014-06-21,2015-10-04,1991,1,8,"Santo Domingo","Distrito Nacional",D.R.
18280,Jake,Buchanan,R,R,232,72,2014-06-21,2017-06-17,1989,9,24,Charlotte,NC,USA
18281,Chad,Smith,L,R,220,75,2014-06-22,2015-05-06,1989,10,2,"Thousand Oaks",CA,USA
18282,Pat,McCoy,L,L,225,76,2014-06-22,2014-09-05,1988,8,3,Tucson,AZ,USA
18283,Odrisamer,Despaigne,R,R,200,72,2014-06-23,2019-06-22,1987,4,4,"La Habana","La Habana",Cuba
18284,Marco,Gonzales,L,L,205,73,2014-06-25,2023-05-28,1992,2,16,"Fort Collins",CO,USA
18285,Taylor,Hill,R,R,230,75,2014-06-25,2015-06-15,1989,3,12,Nashville,TN,USA
18286,Yohan,Flande,L,L,180,74,2014-06-25,2016-06-28,1986,1,27,"El Seibo","El Seibo",D.R.
18287,Adam,Duvall,R,R,215,73,2014-06-26,2023-04-09,1988,9,4,Louisville,KY,USA
18288,Jorge,Polanco,B,R,208,71,2014-06-26,2023-06-01,1993,7,5,"San Pedro de Macoris","San Pedro de Macoris",D.R.
18289,Brad,Glenn,R,R,220,74,2014-06-27,2014-07-05,1987,4,2,Tulsa,OK,USA
18290,Dallas,Beeler,R,R,225,77,2014-06-28,2015-07-28,1989,6,12,Tulsa,OK,USA
18291,Jorge,Rondon,R,R,215,73,2014-06-29,2016-06-21,1988,2,16,Calabozo,Guarico,Venezuela
18292,Mookie,Betts,R,R,180,69,2014-06-29,2023-05-31,1992,10,7,Nashville,TN,USA
18293,Nick,Ahmed,R,R,201,74,2014-06-29,2023-05-30,1990,3,15,"East Longmeadow",MA,USA
18294,Christian,Colon,R,R,215,70,2014-07-01,2020-08-12,1989,5,14,Cayey,,P.R.
18295,Domingo,Santana,R,R,232,77,2014-07-01,2020-08-29,1992,8,5,"Santo Domingo","Distrito Nacional",D.R.
18296,Enrique,Hernandez,R,R,190,71,2014-07-01,2023-06-01,1991,8,24,"San Juan",,P.R.
18297,Vince,Belnome,L,R,205,71,2014-07-03,2014-08-19,1988,3,11,Coatesville,PA,USA
18298,Zelous,Wheeler,R,R,220,70,2014-07-03,2014-09-26,1987,1,16,Childersburg,AL,USA
18299,Tyler,Holt,R,R,190,70,2014-07-06,2016-10-02,1989,3,10,Marion,IN,USA
18300,Jake,Smolinski,R,R,210,71,2014-07-07,2018-06-20,1989,2,9,Rockford,IL,USA
18301,Roman,Mendez,R,R,245,75,2014-07-08,2015-10-02,1990,7,25,"San Pedro de Macoris","San Pedro de Macoris",D.R.
18302,Tsuyoshi,Wada,L,L,180,71,2014-07-08,2015-09-04,1981,2,21,Izumo,Shimane,Japan
18303,Arismendy,Alcantara,B,R,170,70,2014-07-09,2017-08-09,1991,10,29,"Santo Domingo","Distrito Nacional",D.R.
18304,Christian,Vazquez,R,R,205,69,2014-07-09,2023-06-01,1990,8,21,Bayamon,,P.R.
18305,Drew,Rucinski,R,R,190,74,2014-07-10,2023-05-15,1988,12,30,Neenah,WI,USA
18306,Kyle,Hendricks,R,R,190,75,2014-07-10,2023-05-30,1989,12,7,"Newport Beach",CA,USA
18307,Matt,West,R,R,230,73,2014-07-10,2015-06-21,1988,11,21,Houston,TX,USA
18308,Roberto,Perez,R,R,220,71,2014-07-10,2023-04-07,1988,12,23,Mayaguez,,P.R.
18309,Austin,Adams,R,R,205,71,2014-07-12,2019-07-06,1986,8,19,Montgomery,AL,USA
18310,Yolmer,Sanchez,B,R,210,68,2014-07-13,2022-08-25,1992,6,29,Maracay,Aragua,Venezuela
18311,Curt,Casali,R,R,220,74,2014-07-18,2023-06-01,1988,11,9,"Walnut Creek",CA,USA
18312,Chasen,Shreve,L,L,180,76,2014-07-19,2023-05-31,1990,7,12,"Las Vegas",NV,USA
18313,Drew,VerHagen,R,R,230,78,2014-07-19,2023-05-29,1990,10,22,"Royse City",TX,USA
18314,Taylor,Thompson,R,R,240,76,2014-07-20,2014-08-03,1987,6,18,Montgomery,AL,USA
18315,Aaron,Sanchez,R,R,212,76,2014-07-23,2022-10-04,1992,7,1,Barstow,CA,USA
18316,Chris,Taylor,R,R,196,73,2014-07-24,2023-05-31,1990,8,29,"Virginia Beach",VA,USA
18317,Billy,Burns,B,R,170,69,2014-07-28,2017-07-21,1989,8,30,Atlanta,GA,USA
18318,Cristhian,Adames,B,R,217,71,2014-07-29,2019-09-29,1991,7,26,"Santo Domingo","Distrito Nacional",D.R.
18319,Anthony,Ranaudo,R,R,240,79,2014-08-01,2016-09-21,1989,9,9,Freehold,NJ,USA
18320,Kennys,Vargas,B,R,290,77,2014-08-01,2017-10-01,1990,8,1,Canovanas,,P.R.
18321,Phil,Klein,R,R,255,79,2014-08-01,2016-10-01,1989,4,30,Columbus,OH,USA
18322,Mike,Foltynewicz,R,R,195,76,2014-08-02,2021-10-03,1991,10,7,Sterling,IL,USA
18323,Carlos,Frias,R,R,195,76,2014-08-04,2016-07-07,1989,11,13,Nagua,"Maria Trinidad Sanchez",D.R.
18324,Hector,Neris,R,R,227,74,2014-08-05,2023-06-01,1989,6,14,"Villa Altagracia","San Cristobal",D.R.
18325,Javier,Baez,R,R,190,72,2014-08-05,2023-05-31,1992,12,1,Bayamon,,P.R.
18326,Jake,Lamb,L,R,215,75,2014-08-07,2023-05-07,1990,10,9,Seattle,WA,USA
18327,Trevor,May,R,R,248,76,2014-08-09,2023-05-29,1989,9,23,Longview,WA,USA
18328,Bryan,Mitchell,L,R,215,74,2014-08-10,2021-08-24,1991,4,19,Reidsville,NC,USA
18329,Dan,Butler,R,R,210,70,2014-08-10,2018-08-11,1986,10,17,Phoenix,AZ,USA
18330,Rymer,Liriano,R,R,230,72,2014-08-11,2017-10-01,1991,6,20,"Santo Domingo","Distrito Nacional",D.R.
18331,Michael,Taylor,R,R,215,76,2014-08-12,2023-06-01,1991,3,26,"Fort Lauderdale",FL,USA
18332,Alex,Claudio,L,L,190,74,2014-08-13,2023-04-24,1992,1,31,"San Juan",,P.R.
18333,Andrew,Chafin,R,L,235,74,2014-08-13,2023-05-29,1990,6,17,Kettering,OH,USA
18334,Buck,Farmer,L,R,243,76,2014-08-13,2023-05-31,1991,2,20,Conyers,GA,USA
18335,Bradin,Hagens,R,R,210,75,2014-08-14,2014-08-17,1989,5,12,Modesto,CA,USA
18336,Jon,Edwards,R,R,240,77,2014-08-15,2019-06-06,1988,1,8,Chicago,IL,USA
18337,Melvin,Mercedes,R,R,250,75,2014-08-15,2014-08-15,1990,11,2,"El Seibo","El Seibo",D.R.
18338,Matt,Szczur,R,R,200,72,2014-08-17,2018-06-30,1989,7,20,"Cape May",NJ,USA
18339,Frank,Garces,L,L,175,71,2014-08-19,2015-10-04,1990,1,17,"San Cristobal","San Cristobal",D.R.
18340,Kyle,Lobstein,L,L,220,75,2014-08-23,2021-07-03,1989,8,12,Flagstaff,AZ,USA
18341,Tomas,Telis,B,R,220,68,2014-08-25,2018-04-27,1991,6,18,"El Tigre",Anzoategui,Venezuela
18342,Daniel,Corcino,R,R,215,71,2014-08-26,2018-06-12,1990,8,26,Azua,Azua,D.R.
18343,Edwin,Escobar,L,L,225,74,2014-08-27,2016-09-26,1992,4,22,"La Boyera",Miranda,Venezuela
18344,Jackson,Williams,R,R,200,70,2014-08-27,2015-10-04,1986,5,14,Tulsa,OK,USA
18345,Jorge,Soler,R,R,235,76,2014-08-27,2023-06-01,1992,2,25,"La Habana","La Habana",Cuba
18346,Carlos,Rivero,R,R,230,75,2014-08-29,2014-09-27,1988,5,20,Barquisimeto,Lara,Venezuela
18347,Dilson,Herrera,R,R,210,70,2014-08-29,2020-09-04,1994,3,3,Cartagena,Bolivar,Colombia
18348,Ryan,Rua,R,R,205,74,2014-08-29,2018-09-29,1990,3,11,Amherst,OH,USA
18349,Chris,Bassitt,R,R,215,77,2014-08-30,2023-05-27,1989,2,22,Toledo,OH,USA
18350,Kyle,Ryan,L,L,215,77,2014-08-30,2021-08-10,1991,9,25,Auburndale,FL,USA
18351,Andy,Wilkins,L,R,225,73,2014-08-31,2016-08-16,1988,9,13,Tulsa,OK,USA
18352,Terrance,Gore,R,R,160,67,2014-08-31,2022-10-05,1991,6,8,Macon,GA,USA
18353,Bryan,Price,R,R,215,76,2014-09-01,2014-09-08,1986,11,13,"Corpus Christi",TX,USA
18354,Carson,Smith,R,R,215,78,2014-09-01,2018-05-14,1989,10,19,Midland,TX,USA
18355,Cory,Spangenberg,L,R,195,72,2014-09-01,2022-07-26,1991,3,16,"Clarks Summit",PA,USA
18356,Erik,Goeddel,R,R,191,75,2014-09-01,2018-08-15,1988,12,20,"San Mateo",CA,USA
18357,Hunter,Strickland,R,R,225,75,2014-09-01,2022-10-05,1988,9,24,Thomaston,GA,USA
18358,James,McCann,R,R,235,74,2014-09-01,2023-05-29,1990,6,13,"Santa Barbara",CA,USA
18359,Joc,Pederson,L,L,220,73,2014-09-01,2023-05-12,1992,4,21,"Palo Alto",CA,USA
18360,Lane,Adams,R,R,190,76,2014-09-01,2018-09-30,1989,11,13,Talihina,OK,USA
18361,Rafael,Ynoa,B,R,190,72,2014-09-01,2016-08-04,1987,8,7,Santiago,Santiago,D.R.
18362,Steven,Moya,L,R,260,79,2014-09-01,2016-10-01,1991,8,9,"Rio Piedras",,P.R.
18363,Yimi,Garcia,R,R,230,73,2014-09-01,2023-05-30,1990,8,18,Moca,Espaillat,D.R.
18364,Dalton,Pompey,B,R,200,74,2014-09-02,2018-05-11,1992,12,11,Mississauga,ON,CAN
18365,Jason,Rogers,R,R,230,73,2014-09-02,2016-10-02,1988,3,13,"East Point",GA,USA
18366,John,Holdzkom,R,R,245,81,2014-09-02,2014-09-27,1987,10,19,Pasadena,CA,USA
18367,Maikel,Franco,R,R,225,73,2014-09-02,2022-08-20,1992,8,26,Azua,Azua,D.R.
18368,Matt,Clark,L,R,230,77,2014-09-02,2014-09-28,1986,12,10,"West Covina",CA,USA
18369,Rafael,Lopez,L,R,200,69,2014-09-02,2018-07-20,1987,10,2,Philadelphia,PA,USA
18370,Ryan,Dennick,L,L,200,72,2014-09-02,2014-09-24,1987,1,10,"North Olmsted",OH,USA
18371,"A. J.",Achter,R,R,215,77,2014-09-03,2016-10-01,1988,8,27,Toledo,OH,USA
18372,Chris,Dominguez,R,R,235,76,2014-09-03,2015-06-27,1986,11,22,"Los Angeles",CA,USA
18373,Dario,Alvarez,L,L,170,73,2014-09-03,2017-06-28,1989,1,17,Santiago,Santiago,D.R.
18374,Erik,Cordier,R,R,215,76,2014-09-03,2015-09-07,1986,2,25,"Green Bay",WI,USA
18375,Gary,Brown,R,R,190,73,2014-09-03,2014-09-28,1988,9,28,"Diamond Bar",CA,USA
18376,Leonel,Campos,R,R,215,74,2014-09-03,2017-09-20,1987,7,17,Valera,Trujillo,Venezuela
18377,Miguel,Gonzalez,R,R,210,75,2014-09-03,2014-09-27,1983,9,23,"La Habana","La Habana",Cuba
18378,"R. J.",Alvarez,R,R,238,73,2014-09-03,2022-08-16,1991,6,8,"West Palm Beach",FL,USA
18379,Scott,Snodgress,L,L,235,78,2014-09-03,2014-09-21,1989,9,20,Yucaipa,CA,USA
18380,Lisalverto,Bonilla,B,R,225,72,2014-09-04,2017-08-06,1990,6,18,Samana,Samana,D.R.
18381,Spencer,Patton,R,R,200,73,2014-09-04,2023-05-12,1988,2,20,Urbana,IL,USA
18382,Xavier,Scruggs,R,R,215,72,2014-09-04,2016-10-02,1987,9,23,Whittier,CA,USA
18383,Yorman,Rodriguez,R,R,210,74,2014-09-04,2014-09-28,1992,8,15,"Ocumare de la Costa",Aragua,Venezuela
18384,Daniel,Norris,L,L,207,74,2014-09-05,2022-10-04,1993,4,25,"Johnson City",TN,USA
18385,Kendall,Graveman,R,R,200,74,2014-09-05,2023-05-30,1990,12,21,"Alexander City",AL,USA
18386,Brandon,Finnegan,L,L,216,71,2014-09-06,2018-05-06,1993,4,14,"Fort Worth",TX,USA
18387,Eric,Jokisch,R,L,205,74,2014-09-07,2014-09-26,1989,7,29,Springfield,IL,USA
18388,Shawn,"O'Malley",B,R,175,71,2014-09-07,2016-10-02,1987,12,28,Richland,WA,USA
18389,Jairo,Diaz,R,R,254,72,2014-09-08,2020-09-26,1991,5,27,"Puerto La Cruz",Anzoategui,Venezuela
18390,Guilder,Rodriguez,B,R,190,73,2014-09-09,2014-09-23,1983,7,24,Barquisimeto,Lara,Venezuela
18391,Matt,Barnes,R,R,208,76,2014-09-09,2023-06-01,1990,6,17,Danbury,CT,USA
18392,Sam,Tuivailala,R,R,230,75,2014-09-09,2019-09-28,1992,10,19,"San Mateo",CA,USA
18393,Tommy,Pham,R,R,223,73,2014-09-09,2023-05-30,1988,3,8,"Las Vegas",NV,USA
18394,Nick,Tropeano,R,R,205,76,2014-09-10,2021-07-09,1990,8,27,"West Islip",NY,USA
18395,Brett,Bochy,R,R,200,74,2014-09-13,2015-10-04,1987,8,27,"San Diego",CA,USA
18396,Chris,Heston,R,R,195,75,2014-09-13,2017-06-11,1988,4,10,"Palm Bay",FL,USA
18397,Danny,Coulombe,L,L,190,70,2014-09-16,2023-05-31,1989,10,26,"St. Louis",MO,USA
18398,Bryce,Brentz,R,R,215,72,2014-09-17,2016-08-10,1988,12,30,Crossville,TN,USA
18399,Christian,Walker,R,R,208,72,2014-09-17,2023-06-01,1991,3,28,Norristown,PA,USA
18400,Rusney,Castillo,R,R,207,69,2014-09-17,2016-06-16,1987,7,9,"Ciego de Avila","Ciego de Avila",Cuba
18401,Jose,Pirela,R,R,220,72,2014-09-22,2019-09-29,1989,11,21,Valera,Trujillo,Venezuela
18402,Devon,Travis,R,R,195,69,2015-04-06,2018-09-21,1991,2,21,"West Palm Beach",FL,USA
18403,"J. R.",Graham,R,R,195,71,2015-04-06,2016-05-04,1990,1,14,Livermore,CA,USA
18404,Micah,Johnson,L,R,210,72,2015-04-06,2017-10-01,1990,12,18,Indianapolis,IN,USA
18405,Miguel,Castro,R,R,201,79,2015-04-06,2023-05-28,1994,12,24,"La Romana","La Romana",D.R.
18406,Odubel,Herrera,L,R,200,71,2015-04-06,2022-07-31,1991,12,29,"San Jose",Anzoategui,Venezuela
18407,Brandon,Cunniff,R,R,185,72,2015-04-07,2016-09-30,1988,10,7,Arcadia,CA,USA
18408,Cody,Martin,R,R,230,75,2015-04-07,2017-08-06,1989,9,4,"Dos Palos",CA,USA
18409,Keone,Kela,R,R,220,73,2015-04-07,2021-05-07,1993,4,16,"Los Angeles",CA,USA
18410,Tyler,Olson,R,L,205,75,2015-04-07,2019-08-01,1989,10,2,Spokane,WA,USA
18411,Allan,Dykstra,L,R,215,77,2015-04-08,2015-04-23,1987,5,21,"San Diego",CA,USA
18412,Angel,Nesbitt,R,R,240,73,2015-04-08,2015-06-10,1990,12,4,Maracay,Aragua,Venezuela
18413,Delino,DeShields,R,R,190,67,2015-04-08,2021-10-03,1992,8,16,Easton,MD,USA
18414,Jason,Garcia,R,R,185,72,2015-04-08,2015-09-30,1992,11,21,Bronx,NY,USA
18415,"Jung Ho",Kang,R,R,210,72,2015-04-08,2019-07-29,1987,4,5,Gwangju,Gwangju,"South Korea"
18416,Logan,Verrett,R,R,190,74,2015-04-08,2017-06-11,1990,6,19,"The Woodlands",TX,USA
18417,Mark,Canha,R,R,192,74,2015-04-08,2023-06-01,1989,2,15,"San Jose",CA,USA
18418,Roberto,Osuna,R,R,217,74,2015-04-08,2020-08-01,1995,2,7,"Juan Jose Rios",Sinaloa,Mexico
18419,Tyler,Ladendorf,R,R,195,71,2015-04-08,2021-10-02,1988,3,7,"Park Ridge",IL,USA
18420,Asher,Wojciechowski,R,R,235,76,2015-04-09,2021-07-21,1988,12,21,Pensacola,FL,USA
18421,Paulo,Orlando,R,R,215,74,2015-04-09,2018-07-23,1985,11,1,"Sao Paulo","Sao Paulo",Brazil
18422,Matt,Andriese,R,R,215,74,2015-04-10,2021-09-27,1989,8,28,Redlands,CA,USA
18423,Mikie,Mahtook,R,R,220,74,2015-04-10,2019-04-10,1989,11,30,Lafayette,LA,USA
18424,Sean,Gilmartin,L,L,205,74,2015-04-10,2020-08-22,1990,5,8,"Thousand Oaks",CA,USA
18425,Archie,Bradley,R,R,215,76,2015-04-11,2022-06-25,1992,8,10,Muskogee,OK,USA
18426,Matt,Tracy,L,L,215,75,2015-04-11,2015-04-11,1988,11,26,"St. Louis",MO,USA
18427,"A. J.",Schugel,R,R,200,72,2015-04-12,2017-09-29,1989,6,27,"Winter Haven",FL,USA
18428,Andrew,McKirahan,R,L,200,74,2015-04-12,2015-09-25,1990,2,8,Austin,TX,USA
18429,Chris,Rearick,L,L,200,75,2015-04-12,2015-04-25,1987,12,5,Pooler,GA,USA
18430,Raisel,Iglesias,R,R,190,74,2015-04-12,2023-05-31,1990,1,4,"Isla de la Juventud",,Cuba
18431,Taylor,Featherston,R,R,185,73,2015-04-12,2017-07-31,1989,10,8,Houston,TX,USA
18432,Jose,Urena,R,R,208,74,2015-04-14,2023-04-23,1991,9,12,"Santo Domingo","Distrito Nacional",D.R.
18433,Scott,Oberg,R,R,207,74,2015-04-14,2019-08-16,1990,3,13,Tewksbury,MA,USA
18434,"Sugar Ray",Marimon,R,R,195,73,2015-04-14,2015-09-25,1988,9,30,Cartagena,Bolivar,Colombia
18435,Branden,Pinder,R,R,215,76,2015-04-15,2016-04-20,1989,1,26,Corona,CA,USA
18436,Rafael,Martin,R,R,225,75,2015-04-15,2016-09-30,1984,5,16,"San Fernando",CA,USA
18437,Yasmany,Tomas,R,R,260,74,2015-04-15,2019-07-30,1990,11,14,"La Habana","La Habana",Cuba
18438,Adam,Liberatore,L,L,243,75,2015-04-17,2018-06-20,1987,5,12,Bellflower,CA,USA
18439,Daniel,Muno,B,R,195,73,2015-04-17,2015-07-24,1989,2,9,"Long Beach",CA,USA
18440,Felipe,Vazquez,L,L,225,74,2015-04-17,2019-09-12,1991,7,5,"San Felipe",Yaracuy,Venezuela
18441,Kris,Bryant,R,R,230,77,2015-04-17,2023-05-30,1992,1,4,"Las Vegas",NV,USA
18442,Ryan,Brett,B,R,180,69,2015-04-18,2015-04-21,1991,10,9,Seattle,WA,USA
18443,Orlando,Calixte,R,R,183,72,2015-04-19,2017-10-01,1992,2,3,"Santo Domingo","Distrito Nacional",D.R.
18444,Addison,Russell,R,R,200,72,2015-04-21,2019-09-29,1994,1,23,Pensacola,FL,USA
18445,Carlos,Rodon,L,L,255,74,2015-04-21,2022-09-29,1992,12,10,Miami,FL,USA
18446,Danny,Dorn,L,L,200,74,2015-04-21,2015-07-19,1984,7,20,"San Dimas",CA,USA
18447,Kevin,Plawecki,R,R,208,74,2015-04-21,2022-10-04,1991,2,26,Hinsdale,IL,USA
